dlga_award_fief_to_vassal:award_fief_to_vassal_defer|Կամիմ յետաձգել զկարգումն տիրոջն, մինչեւ խորհրդակցեցայց ընդ հպատակս իմ:
dlga_gartnait_historia1:gartnait_historia2|Պիկտքն քրիստոնեայք են, բայց բազում սովորութիւնք նախնեաց մերոց կան ի ժողովրդեան - շշնջէ նա -: Մատաղ մարտիկաց պարտ է նկարել զմարմինս իւրեանց եւ ստանալ կոփումն ի պատերազմս եւ ի ճակատամարտս, յառաջ քան ընդունեսցին ի տունս իւրեանց որպէս լիիրաւ չափահաս արք: Կանայք ունին իրաւունս ընտրելոյ զկանայս վասն եղբարց իւրեանց - ձայն նորա դառնայ առաւել բարձր - եւ մանկունք ժառանգեն ըստ մայրական գծի: Նկարումն մարմնոց եւ պատկանելութիւն առ մարտական եղբայրութիւնսն մասն են ծիսի, ուր արք եւ կանայք համաձայնին անցանել ընդ շարս փորձութեանց մինչեւ ի չափահասութիւն: Այս ընդհանուր է վասն մատաղ մարդկան՝ փորձել զբախտ ի հեռաւոր կողմանս ի խնդիր արկածից, անասնոց եւ հարստութեանց, յետ որոյ վերադառնալ ի տուն հանդերձ միջոցաւք առ ի ստեղծելոյ զընտանիք: 
dlga_minister_prisionero4:minister_prisionero5.1|8000 ոսկի, երաշխաւորէ զընդունումն առաջարկին:
dlga_esposabarco_1:close_window|Խօսեսցուք յետոյ, մայր իմ:
dlga_mother_prisoner_saco4:close_window|{s2}^^Դուք խորհէիք թէ մեք այնչափ դիւրին տացո՞ւք ձեզ զձեր մայր: Զկնի կատարելոյն -- կործանեալ զմեր ծրագիրս ի Դոկկինգա, անարգեալ զՅառլն յիւրում սեփական տան – Սիգուրդ Որդի Ռագնարայ կամի զձեր մահ:
dlga_bodo_carta9:bodo_carta11|Ճշմարիտն, փոյթ իսկ չէ ինձ: Այժմ, երբ ունիմք զնամակն, ժամ է դառնալոյ առ Թագաւորն Հորիկ:
dlga_start:priest_relic_stolen|Սուրբ մասունքն գողացեալ է! Անօրէնքն ներխուժեցին ի տաճարն!
dlga_lady_quest_deliver:lady_quest_deliver2|Ինձ պարտ է առաքել զայս նամակ առ իմ եղբայրն, որ է ի բանակի արքայի: Կարե՞ք դուք յանձն առնուլ զայս գործ:
dlga_start:close_window.71|Օ՜, {playername}, որպիսի՜ անարգանք! Յաղթահարեալ յուրուականէ, եւ դուք տակաւին ունիք զյանդգնութիւն երեւել աստ? Իմ կեանքն է կործանեալ ձեր պատճառաւ! Ի բա՛ց երթայք!
dlga_priest_excommunication_v2:priest_repent_v2|Հա՛յր սուրբ, ես զղջամ: Զի՞նչ պարտ է ինձ առնել վասն քաւութեան?
dlga_messenger_secret:close_window|Տո՛ւք զայն ինձ: Եւ լուռ կացջի՛ք, եթէ կամիք պահել զձեր գլուխն:
dlga_start:sven_party1|{playername}, փա՜ռք Աստուծոյ, զի եկիր: Դու ոչ յիշես զիս, բայց ես մի եմ ի մարդկանէ արքայի, որք պահեն զգեւղն: Սակաւաւոր եմք մեք: Տոնկրիկ խոստացաւ, թէ երեւեսցիս դու, բայց ոչ հաւատացաք մեք նմա: Եւ ոչ ոք եկն յաւգնութիւն մեզ: Առաքեցի ես պատգամ առ արքայն խնդրանաւք առաքել զաւրագունդս: Աւա՜ղ, յամեն լուրքն, երկնչիմ թէ աւգնական զաւրքն ոչ հասցեն ի ժամանակի, վասն զի նաւք վիկինգաց մերձենան արդէն:
dlga_svenlair_43:close_window|Բարի՛! Ես տեսից զապրանքն, եւ ապա խօսեսցուք վասն դրամոյ:
dlga_start:priest_charity_v2|Բազում որբք մնացին առանց հացի յետ պատերազմի... Աւգնեցէ՛ք նոցա, տէ՛ր իմ:
dlga_minister_controltax:minister_controltax2|Վարձումն եւ պահպանութիւն մշակացն արժեսցէ 3000 ոսկի ի շաբաթու, {reg59?տիկին իմ:տէր իմ}: Դուք պարտիք վճռել՝ արդեաւք շահաւէ՞տ է պահպանութիւն նոցա համեմատ եկամտից ստացելոց ի նուազեցման անարդիւնաւէտութեան հարկաց:
dlga_bodo_carta1:bodo_carta2|{s2}^^Անէ՜ծք: Կնիքն բեկեալ է, Վիկինգք բացին զնամակն Թագաւորին Ալդեֆոնսոյ: Բարեբախտաբար, նամակն ծածկագրեալ էր, եւ յուսամ թէ Վիկինգք ոչ կարացին ընթեռնուլ զայն:
dlga_port_chief_info_c_2:port_chief_info_main|Ապա կարեւոր է գիտել յորմէ՞ փայտէ շինեալ իցէ զայն: Կաղնեայքն լաւագոյն են, այլ սուղ: Շոճին աժանագոյն է, այլ վաղ փտի:
dlga_ulf_dialog11:ulf_dialog122|Ռեգինհա՛րդ եւ Էգի՛լ, կացէ՛ք ի տեղւոջ! Ապա թէ ոչ ձեզ թանկ նստցի...
dlga_lord_offer_smth1bb:lord_talk|Այո՛, դուք պարզապէս մոլեգնեալ էք, զի առաջարկեցէք ինձ զայսպիսի իր!
dlga_start:viking_jarl_peace|Եարլ {s11} կամի խօսել վասն հաշտութեան: Մեր նաւքն են ծանրաբեռնեալք աւարաւ, եւ մեզ պիտոյ է դադար:
dlga_port_prisoners_4:close_window|Հաճելի է արդարեւ գործ ունել ընդ քեզ:
dlga_companion_egilrefuse:companion_egilrefuse2|Ո՛չ, դուք զիս սխալ ըմբռնեցիք: Ես ծառայեմ Թագաւորին Հորիկայ, եւ տեսի զի դուք խօսէիք ընդ արքայի, ես խնդրեցի նմա արձակել զիս ընդ ձեզ: Ինձ պիտոյ է անուն ստանալ եւ հռչակ վաստակել, իսկ ձեզ պիտոյ է ոմն, որ կարէ պաշտպանել զձեզ յանուն թագաւորի:
dlga_port_chief_info_c_1:port_chief_info_c_2|Նախ պարտ է գիտել թէ վասն ո՞ր իրաց պիտոյ իցէ քեզ նաւն: Կնոռն՝ բարի է վասն վաճառականութեան, տանի բազում բեռն, այլ ոչ է սրընթաց: Շնեկան, Սկեյն եւ Բուսսեն լաւագոյնք եւ արագագոյնք պատերազմական նաւք են, յորս մարթիս բառնալ զբաւական զօրս քո: Կարվի նաւն միջակ ինչ է ընդ մէջ վերոյիշելոցն: Եւ եթէ ունիս փոքր գունդ, ապա Բուրդինգն լաւագոյն պիտանանայ քեզ:
dlga_prisionero_interrogation1:prisionero_golpeado1|Թերեւս այս առասցէ զքեզ առաւել խօսկան: --Ըմբռնէք զնորա ամորձիս եւ սկսանիք սեղմել զնոսա-- (Հզաւր հարուած)
dlga_clovis1_conversationcamp1:clovis1_conversationcamp2|Եւ ես կարեմ աւգնել յայսմ: Հաւատա՛ ինձ, արարից ի նոցանէ արս ճշմարիտս, վաստակաւորս պատերազմի:
dlga_viking_raid_loot_distribution_v2:close_window|Այս ոսկին լիցի վարձ վասն մերոյ տանջանաց: Փառաբանեսցո՛ւք զաստուածս մեր!
dlga_aelfred_ad_6:aelfred_ad_71|Խորհիմ, ես կարացից գտանել քանի մի անասունս, մինչ դուք ժողովէք զմարդիկ ի ձերում բանակի: Ժամ է աւարտել ընդ Դանիացւոց:
dlga_start:sacerdote_talk|In nomine Patris, {reg59?տիկի՛ն:տէ՛ր իմ}. Ես եմ քահանայ: Տեսանեմ յաչս ձեր, զի դուք էք բարեպաշտ ոգի:
dlga_lady_ask_for_quest_past3:lady_mission_rejected|Աւա՜ղ, ես ոչ կարեմ ձեզ աւգնել:
dlga_prisionero_interrogation22:prisionero_interrogation35|Օլա՛ֆր, դու անդ էի՞ր ի յարձակման ի վերայ վաճառանաւին «Վոդեն Ռիկ»?
dlga_start:merchant_monopoly_broken_v4|Ձեր մենաշնորհն առեւտրի է դադարեցեալ արքայի հրամանաւ!
dlga_jarlbjornwf_3:jarlbjornwf_4|Ուղղիմ անդ փութանակի:
dlga_lord_insubordination_v2:lord_punish_v2|Դուք զղջասցես վասն ձերոյ յոխորտանաց! Բանտդ սպասէ ձեզ!
dlga_aelfred_ad_2:aelfred_ad_31|Ես խոստովանիմ զիմ ձախողութիւնն:
dlga_lord_talk_ask_about_prisoners:lord_pretalk|Զայս ինձ ոչ հետաքրքրէ:
dlga_viking_jarl_challenge:duel_accept_viking|Ես ընդունիմ զքո մարտահրաւէրն! Տեսցուք, թէ ո՞վ է լաւագոյն մարտիկն!
dlga_prisionero_interrogation34:prisionero_interrogation22|Ես ոչինչ ոչ գիտեմ!
dlga_bedavsagathinos_conv7:bedavsagathinos_conv9|Եւ զի՞նչ գոյ չար ի խառնակութեանն: Գիտեմ ես քահանայս որք ունին բազում զաւակունս, որպէս զորաւրինակ՝ Նոյ:
dlga_village_elder_tell_capture_mission_4c:village_elder_capture_mission_reject|Ներեցէ՛ք, բայց ամենայն ասացեալք ձեր ոչ համոզեցին զիս աւգնել ձեզ.
dlga_lair_captain:lair_captain_improve_x1|Կապիտա՛ն, որպէ՞ս երթան գործքն?
dlga_kinghorik_quest_thething1:kinghorik_quest_thething2|Ո՞ւր դուք այնչափ երկար կորեաք? Տեսանեմ, զի Սիգուրդ Ռագնարսսոն առողջագոյն է քան զամենայն առողջս:
dlga_bedavsagathinos_conv10:close_window|Հարցի ես զքեզ, զի կարծէի թէ քաջ ես դու, եւ ոչ վատկոտ՝ որ միշտ խուսափի յուղիղ պատասխանւոյ: Մնա՛ս բարեաւ:
dlga_start:priest_excommunication|Դուք էք անիծեալք! Եկեղեցին վտարէ զձեզ ի իւրոյ գրկաց վասն ձերոց ոճրաց!
dlga_caio_morgant_conv3:caio_morgant_conv4|--Նա կարմրի զայրութենէ եւ բարձրաձայն արտասանէ--^^Ո՞չ ապաքէն գիտէիք:
dlga_tavern_traveler_rumors7a:tavern_traveler_rumors7aa|Այո՛:
dlga_port_chief3:port_chief_pieles|Իմ մասն դաշինքն կատարեալ է, արդ քո է բանն: Ո՞ւր է Ատլի Էյրիկսսոն:
dlga_companion_brunhild_conv10:companion_brunhild_conv111|Ռեգինհա՛րդ, զի՞նչ է Ժողովն, զորմէ խօսիս դու:
dlga_start:lord_land_dispute_v2|Այս գեւղ պատկանէ ինձ ըստ իրաւանց նախնեաց! Արքայն սխալեցաւ, տալով զայն ձեզ!
dlga_kinghorik_quest_danmarkprot4:kinghorik_quest_danmarkprot41|Էգի՛լ, մատնի՛չ, լրտե՛ս!
dlga_kinghorik_quest_thething33_7:kinghorik_quest_thething34|ՅԱտենի ընդունեալ է տակաւին մի կարեւոր որոշումն: Փոխադարձ մեղադրանքք եւ թշնամանք ի մէջ Թագաւորին Հորիկայ եւ Եարլին Սիգուրդայ հասուցանեն ծանր վնաս Դանիոյ: Չիք առաւել բարձր իշխանութիւն, քան ժողովն ազատ մարդկան, լիցիս դու եարլ կամ ինքնին թագաւորն, աստ մեք տամք պատասխան առաջի Աստուածոց, վասն որոյ սահմանեմք, զի թշնամութիւն ի մէջ այսոցիկ երկոցունց պարտի դադարել: Թագաւորն Հորիկ պարտաւոր է տալ Եարլին Սիգուրդայ տեղի յիւրում արքունիս ի մէջ իւրոց մերձաւորաց: Բացի այդ, Թագաւորն Հորիկ պարտաւոր է վճարել եարլին Սիգուրդայ 15000 ոսկի, հատուցանելով զծախսս, զորս նա կրեաց ի պատրաստութեան արշաւանին:
dlga_start:lord_land_dispute|Այս գեւղ պատկանէ ինձ ըստ իրաւանց նախնեաց! Արքայն սխալեցաւ, տալով զայն ձեզ!
dlga_town_famine_bread_lines_v2:town_distribute_grain_v2|Բացէ՛ք արքունի պաշարսն! Տո՛ւք հաց ամենեցուն, զի դադարեսցի խռովութիւնն:
dlga_court_guard_ask_location_2:close_window|{s1}^^Արդ ներեցէ՛ք, բայց ինձ պարտ է դառնալ առ իմ պարտաւորութիւնս:
dlga_start:monastery_abbot|Բարով եկիր ի մեր սուրբ մենաստան: Կամի՞ք դուք աղաւթել ընդ մեզ?
dlga_capture_slave_ask_why:capture_slave_pretalk_x|Տէրն իմ սկսաւ հարստահարել զիս առաւել քան զսովորականն: Ես ոչ հանդուրժեցի եւ փախեայ.
dlga_lord_fealty_test:execute_traitor|Այս սուրն կատարեսցէ զձեր կամքն: Դաւաճանութիւնն ոչ ունի ներումն!
dlga_regular_member_talk:anglo1_action|Քո՛ւրմ, մարդկան իմոց պիտոյ է Վոտան (Օդին): Ես նուիրեցից 500 ոսկի վասն քոյ աւգնութեան:
dlga_village_elder_deliver_cattle_thank:village_elder_deliver_cattle_thank_2|Օ՜, շնորհակալ եմք յոյժ! Արդ մեր գեւղն ոչ մեռցի սովամահ! Մեք միշտ յիշեսցուք զձեր բարութիւնն.
dlga_companion_brunhild_conv76:companion_brunhild_conv8|Արդ, գիտեմ ես միայն զոր լուայ: Նոքա թշնամիք են: Ամենայն ինչ պարզ է, Սիգուրդ ինքնին կամի դառնալ թագաւոր:
dlga_campeon1_dialog7:campeon1_dialog8_2|Ես ոչ եմ համաձայն ընդ այդմ ծրագրի:
dlga_egil_mensajerey:egil_mensajerey3|Էգի՛լ, յառաջ քան զորոշումն առնուլ, խորհրդակցեա՛ ընդ իս, քանզի ես ունիմ առաւել լիակատար տեղեկութիւնս՝ զերծ մնալոյ ի սխալանաց:
dlga_morgant_conversationcamp5:close_window|Գնահատեմ զբանս քո, այլ երկոքին եւս գիտեմք զի այժմեան Բրիտանիա չունի հասարակաց ինչ ընդ Բրիտանիոյ անցելոյ, թէպէտեւ նուաճեսցես զբովանդակ կղզին: Ժամանակք փոփոխին:
dlga_sacerdote2_action:close_window|Ego absolvo te a peccatis tuis, in nomine Patris et Filii et Spiritus Sanctii.^Amen.^^Արդ մարդկան ձերոց թեթեւագոյն լիցի:
dlga_companion_questions_beda1:companion_questions_beda2|Այո՛, այո՛: Նա առաքեաց զիս առ քեզ: Ես ընդ նմա էի... այսինքն էի ես սպասաւոր նորա, ստրուկ նորա, յորժամ դանիացին Սվեն Ցլապարանոց էառ զիս ի գերութիւն: Սվեն ահաւոր մարդ է: Ես երկնչէի, յաճախ խորհէի վասն փախստեան, այլ այնքան զարհուրեալ էի, զի նոյնիսկ ոչ փորձէի:
dlga_lord_tell_mission:lord_mission_told.3|Ի {s4} յիմոց դաշտային աշխատանաց փախեան քանի մի ստրուկք: Անշնորհակալ խոզք! Նոքա մշակէին զիմ արտս եւ բնակէին յիմում տան, եւ ահա նոցին երախտիքն! Ասեն, թէ նոքա ամենայն զաւրութեամբ փախեան ի կողմն {s3} եւ բաժանեցան յերիս գունդս, զի մի՛ կալցին զնոսա: Ես կամիմ, զի դուք կալնուցուք զամենայն երիս գունդսն եւ բերիցէք զնոսա յետս, զինչ եւ արժեսցէ: Ինձ պարտ էր կախել զնոսա վասն փախստեան փորձի, բայց շուտով է հունձք, եւ մեզ պիտոյ է մշակաց ձեռն, այնպէս որ յայսմ նուագի բաւականացայց բարի գանակոծութեամբ:
dlga_port_chief_svenlair5:port_chief_svenlair5_1|Տէ՛ր Աստուած, հարուստ ես արդարեւ: Թաքչի նա աստ, ի Դանիա, յարեւելահարաւ կողմանէ Ռիբէի, ի վեր ընդ գետն:
